Move_1,Move_2,Move_3,Move_4,Move_5,Move_6,Move_7,Move_8,Move_9,Move_10,Move_11,Move_12,Move_13,Move_14,Move_15,Move_16,Move_17,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,Score_8,Score_9,Score_10,Score_11,Score_12,Score_13,Score_14,Score_15,Score_16,Score_17,
2 <-> 3,13 <-> 12,8 <-> 4,4 <-> 5,5 <-> 9,,,,,,,,,,,,,32,37,42,73,73,,,,,,,,,,,,
7 <-> 6,12 <-> 8,2 <-> 1,13 <-> 12,9 <-> 12,,,,,,,,,,,,,32,37,41,44,95,,,,,,,,,,,,
7 <-> 3,10 <-> 11,6 <-> 5,11 <-> 7,5 <-> 9,,,,,,,,,,,,,37,39,69,78,79,,,,,,,,,,,,
7 <-> 6,14 <-> 13,9 <-> 12,9 <-> 10,13 <-> 12,,,,,,,,,,,,,32,34,39,40,49,,,,,,,,,,,,
9 <-> 10,10 <-> 11,13 <-> 12,7 <-> 6,2 <-> 1,,,,,,,,,,,,,30,32,71,73,73,,,,,,,,,,,,
None <-> None,6 <-> 5,12 <-> 8,8 <-> 4,4 <-> 1,,,,,,,,,,,,,30,31,38,43,55,,,,,,,,,,,,
9 <-> 12,2 <-> 3,5 <-> 9,10 <-> 11,11 <-> 7,,,,,,,,,,,,,32,34,34,39,48,,,,,,,,,,,,
13 <-> 12,9 <-> 12,4 <-> 5,2 <-> 3,7 <-> 3,,,,,,,,,,,,,35,39,43,45,48,,,,,,,,,,,,
9 <-> 12,13 <-> 12,14 <-> 13,5 <-> 9,7 <-> 3,,,,,,,,,,,,,32,39,44,44,49,,,,,,,,,,,,
2 <-> 3,4 <-> 1,14 <-> 13,7 <-> 3,11 <-> 7,,,,,,,,,,,,,32,52,54,63,65,,,,,,,,,,,,
12 <-> 8,11 <-> 7,8 <-> 4,10 <-> 11,7 <-> 3,,,,,,,,,,,,,35,37,43,50,60,,,,,,,,,,,,
10 <-> 11,11 <-> 7,9 <-> 10,2 <-> 1,6 <-> 5,,,,,,,,,,,,,30,39,41,42,62,,,,,,,,,,,,
12 <-> 8,13 <-> 12,8 <-> 4,2 <-> 3,4 <-> 1,,,,,,,,,,,,,35,40,46,51,68,,,,,,,,,,,,
12 <-> 8,7 <-> 6,14 <-> 13,5 <-> 9,4 <-> 5,,,,,,,,,,,,,35,37,39,53,65,,,,,,,,,,,,
12 <-> 8,2 <-> 3,5 <-> 9,2 <-> 1,9 <-> 12,,,,,,,,,,,,,35,40,42,45,50,,,,,,,,,,,,
None <-> None,12 <-> 8,11 <-> 7,10 <-> 11,4 <-> 5,,,,,,,,,,,,,30,37,39,46,78,,,,,,,,,,,,
10 <-> 11,13 <-> 12,7 <-> 3,9 <-> 10,2 <-> 3,,,,,,,,,,,,,30,35,44,77,82,,,,,,,,,,,,
9 <-> 12,14 <-> 13,10 <-> 14,2 <-> 3,12 <-> 8,,,,,,,,,,,,,32,35,48,50,81,,,,,,,,,,,,
13 <-> 12,14 <-> 13,4 <-> 1,10 <-> 11,10 <-> 14,,,,,,,,,,,,,35,41,41,41,55,,,,,,,,,,,,
9 <-> 10,9 <-> 12,2 <-> 3,2 <-> 1,5 <-> 9,,,,,,,,,,,,,30,32,34,40,47,,,,,,,,,,,,
9 <-> 12,11 <-> 7,7 <-> 6,6 <-> 5,8 <-> 4,,,,,,,,,,,,,32,37,49,53,57,,,,,,,,,,,,
14 <-> 13,2 <-> 1,7 <-> 3,9 <-> 10,8 <-> 4,,,,,,,,,,,,,32,32,49,49,53,,,,,,,,,,,,
14 <-> 13,5 <-> 9,7 <-> 3,10 <-> 11,13 <-> 12,,,,,,,,,,,,,32,32,38,41,49,,,,,,,,,,,,
9 <-> 10,7 <-> 6,7 <-> 3,5 <-> 9,4 <-> 1,,,,,,,,,,,,,30,32,48,51,66,,,,,,,,,,,,
8 <-> 4,2 <-> 1,7 <-> 6,7 <-> 3,10 <-> 11,,,,,,,,,,,,,32,34,38,55,79,,,,,,,,,,,,
11 <-> 7,6 <-> 5,5 <-> 9,4 <-> 5,10 <-> 11,,,,,,,,,,,,,32,36,38,48,55,,,,,,,,,,,,
8 <-> 4,11 <-> 7,9 <-> 10,14 <-> 13,7 <-> 3,,,,,,,,,,,,,32,34,37,73,83,,,,,,,,,,,,
14 <-> 13,7 <-> 6,10 <-> 14,9 <-> 12,2 <-> 1,,,,,,,,,,,,,32,34,48,53,53,,,,,,,,,,,,
7 <-> 3,12 <-> 8,7 <-> 6,11 <-> 7,5 <-> 9,,,,,,,,,,,,,37,45,53,90,113,,,,,,,,,,,,
7 <-> 3,12 <-> 8,6 <-> 5,11 <-> 7,14 <-> 13,,,,,,,,,,,,,37,45,49,81,83,,,,,,,,,,,,
13 <-> 12,5 <-> 9,6 <-> 5,10 <-> 14,10 <-> 11,,,,,,,,,,,,,35,35,37,57,57,,,,,,,,,,,,
14 <-> 13,5 <-> 9,2 <-> 3,9 <-> 10,10 <-> 14,,,,,,,,,,,,,32,32,34,34,48,,,,,,,,,,,,
11 <-> 7,14 <-> 13,9 <-> 12,5 <-> 9,13 <-> 12,,,,,,,,,,,,,32,34,47,80,89,,,,,,,,,,,,
9 <-> 10,14 <-> 13,7 <-> 3,2 <-> 1,12 <-> 8,,,,,,,,,,,,,30,32,38,49,56,,,,,,,,,,,,
7 <-> 3,10 <-> 11,8 <-> 4,6 <-> 5,12 <-> 8,,,,,,,,,,,,,37,39,42,70,72,,,,,,,,,,,,
7 <-> 3,8 <-> 4,2 <-> 1,9 <-> 12,10 <-> 11,,,,,,,,,,,,,37,42,51,54,55,,,,,,,,,,,,
12 <-> 8,13 <-> 12,9 <-> 12,7 <-> 3,9 <-> 10,,,,,,,,,,,,,35,40,89,92,92,,,,,,,,,,,,
11 <-> 7,9 <-> 12,7 <-> 3,13 <-> 12,2 <-> 1,,,,,,,,,,,,,32,37,46,57,68,,,,,,,,,,,,
9 <-> 12,13 <-> 12,4 <-> 5,12 <-> 8,9 <-> 10,,,,,,,,,,,,,32,39,43,89,89,,,,,,,,,,,,
7 <-> 6,10 <-> 11,2 <-> 1,11 <-> 7,13 <-> 12,,,,,,,,,,,,,32,36,61,70,73,,,,,,,,,,,,
7 <-> 6,13 <-> 12,2 <-> 3,10 <-> 14,12 <-> 8,,,,,,,,,,,,,32,37,39,59,67,,,,,,,,,,,,
5 <-> 9,2 <-> 3,12 <-> 8,6 <-> 5,14 <-> 13,,,,,,,,,,,,,30,32,42,93,95,,,,,,,,,,,,
10 <-> 11,11 <-> 7,7 <-> 3,12 <-> 8,4 <-> 5,,,,,,,,,,,,,30,39,48,54,95,,,,,,,,,,,,
14 <-> 13,5 <-> 9,7 <-> 3,9 <-> 10,13 <-> 12,,,,,,,,,,,,,32,32,38,38,47,,,,,,,,,,,,
None <-> None,7 <-> 6,10 <-> 14,9 <-> 10,13 <-> 12,,,,,,,,,,,,,30,34,36,46,57,,,,,,,,,,,,
8 <-> 4,6 <-> 5,2 <-> 3,13 <-> 12,4 <-> 1,,,,,,,,,,,,,32,32,39,42,59,,,,,,,,,,,,
5 <-> 9,7 <-> 6,11 <-> 7,4 <-> 5,2 <-> 3,,,,,,,,,,,,,30,35,43,57,79,,,,,,,,,,,,
13 <-> 12,10 <-> 14,12 <-> 8,9 <-> 10,10 <-> 11,,,,,,,,,,,,,35,55,60,60,76,,,,,,,,,,,,
None <-> None,12 <-> 8,10 <-> 11,11 <-> 7,9 <-> 10,,,,,,,,,,,,,30,37,37,46,48,,,,,,,,,,,,
9 <-> 12,2 <-> 1,11 <-> 7,9 <-> 10,4 <-> 1,,,,,,,,,,,,,32,32,38,38,51,,,,,,,,,,,,
13 <-> 12,9 <-> 12,7 <-> 3,10 <-> 14,5 <-> 9,,,,,,,,,,,,,35,39,43,63,63,,,,,,,,,,,,
None <-> None,11 <-> 7,7 <-> 3,10 <-> 11,12 <-> 8,,,,,,,,,,,,,30,34,51,57,63,,,,,,,,,,,,
9 <-> 12,8 <-> 4,7 <-> 6,6 <-> 5,4 <-> 1,,,,,,,,,,,,,32,37,47,51,53,,,,,,,,,,,,
7 <-> 3,10 <-> 11,7 <-> 6,9 <-> 10,8 <-> 4,,,,,,,,,,,,,37,39,78,79,81,,,,,,,,,,,,
7 <-> 6,2 <-> 3,10 <-> 11,9 <-> 12,11 <-> 7,,,,,,,,,,,,,32,38,69,74,83,,,,,,,,,,,,
13 <-> 12,2 <-> 1,6 <-> 5,2 <-> 3,11 <-> 7,,,,,,,,,,,,,35,35,35,43,72,,,,,,,,,,,,
7 <-> 6,11 <-> 7,2 <-> 3,7 <-> 3,5 <-> 9,,,,,,,,,,,,,32,41,78,87,88,,,,,,,,,,,,
None <-> None,11 <-> 7,2 <-> 3,7 <-> 6,13 <-> 12,,,,,,,,,,,,,30,34,42,78,81,,,,,,,,,,,,
7 <-> 6,2 <-> 1,10 <-> 11,14 <-> 13,11 <-> 7,,,,,,,,,,,,,32,34,61,62,71,,,,,,,,,,,,
10 <-> 11,2 <-> 3,8 <-> 4,2 <-> 1,11 <-> 7,,,,,,,,,,,,,30,34,37,42,51,,,,,,,,,,,,
9 <-> 10,7 <-> 3,2 <-> 3,2 <-> 1,8 <-> 4,,,,,,,,,,,,,30,37,41,47,51,,,,,,,,,,,,
5 <-> 9,12 <-> 8,7 <-> 6,4 <-> 1,14 <-> 13,,,,,,,,,,,,,30,37,51,80,82,,,,,,,,,,,,
9 <-> 10,11 <-> 7,6 <-> 5,14 <-> 13,12 <-> 8,,,,,,,,,,,,,30,35,39,71,76,,,,,,,,,,,,
7 <-> 6,11 <-> 7,9 <-> 12,8 <-> 4,13 <-> 12,,,,,,,,,,,,,32,41,49,53,100,,,,,,,,,,,,
None <-> None,8 <-> 4,2 <-> 3,4 <-> 5,14 <-> 13,,,,,,,,,,,,,30,34,42,68,70,,,,,,,,,,,,
7 <-> 3,4 <-> 5,10 <-> 14,13 <-> 12,7 <-> 6,,,,,,,,,,,,,37,37,38,61,65,,,,,,,,,,,,
8 <-> 4,4 <-> 5,12 <-> 8,9 <-> 12,2 <-> 1,,,,,,,,,,,,,32,34,43,48,71,,,,,,,,,,,,
12 <-> 8,8 <-> 4,11 <-> 7,9 <-> 12,4 <-> 5,,,,,,,,,,,,,35,41,43,48,50,,,,,,,,,,,,
10 <-> 11,9 <-> 12,2 <-> 3,4 <-> 1,7 <-> 6,,,,,,,,,,,,,30,34,37,56,74,,,,,,,,,,,,
7 <-> 6,14 <-> 13,10 <-> 14,13 <-> 12,9 <-> 12,,,,,,,,,,,,,32,34,48,57,62,,,,,,,,,,,,
9 <-> 10,11 <-> 7,2 <-> 1,6 <-> 5,14 <-> 13,,,,,,,,,,,,,30,35,37,62,71,,,,,,,,,,,,
12 <-> 8,14 <-> 13,10 <-> 14,7 <-> 6,2 <-> 1,,,,,,,,,,,,,35,37,51,53,55,,,,,,,,,,,,
7 <-> 6,7 <-> 3,5 <-> 9,12 <-> 8,11 <-> 7,,,,,,,,,,,,,32,44,48,111,113,,,,,,,,,,,,
2 <-> 3,7 <-> 6,4 <-> 1,10 <-> 11,12 <-> 8,,,,,,,,,,,,,32,38,54,69,72,,,,,,,,,,,,
7 <-> 3,13 <-> 12,10 <-> 14,8 <-> 4,9 <-> 10,,,,,,,,,,,,,37,41,61,67,67,,,,,,,,,,,,
7 <-> 6,10 <-> 11,7 <-> 3,8 <-> 4,5 <-> 9,,,,,,,,,,,,,32,36,78,79,102,,,,,,,,,,,,
10 <-> 11,12 <-> 8,11 <-> 7,2 <-> 3,9 <-> 10,,,,,,,,,,,,,30,35,44,49,51,,,,,,,,,,,,
13 <-> 12,9 <-> 12,2 <-> 3,10 <-> 14,9 <-> 10,,,,,,,,,,,,,35,39,40,59,59,,,,,,,,,,,,
5 <-> 9,11 <-> 7,9 <-> 10,10 <-> 11,10 <-> 14,,,,,,,,,,,,,30,32,35,41,55,,,,,,,,,,,,
2 <-> 3,12 <-> 8,6 <-> 5,11 <-> 7,7 <-> 3,,,,,,,,,,,,,32,40,42,72,81,,,,,,,,,,,,
8 <-> 4,4 <-> 5,13 <-> 12,4 <-> 1,10 <-> 14,,,,,,,,,,,,,32,34,39,51,71,,,,,,,,,,,,
None <-> None,12 <-> 8,6 <-> 5,5 <-> 9,9 <-> 12,,,,,,,,,,,,,30,37,38,85,87,,,,,,,,,,,,
10 <-> 11,14 <-> 13,5 <-> 9,7 <-> 6,10 <-> 14,,,,,,,,,,,,,30,32,32,41,51,,,,,,,,,,,,
