Move_1,Move_2,Move_3,Move_4,Move_5,Move_6,Move_7,Move_8,Move_9,Move_10,Move_11,Move_12,Move_13,Move_14,Move_15,Move_16,Move_17,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,Score_8,Score_9,Score_10,Score_11,Score_12,Score_13,Score_14,Score_15,Score_16,Score_17,
11 <-> 7,14 <-> 13,10 <-> 14,12 <-> 8,5 <-> 9,,,,,,,,,,,,,32,34,48,53,53,,,,,,,,,,,,
5 <-> 9,2 <-> 1,9 <-> 12,11 <-> 7,7 <-> 3,,,,,,,,,,,,,30,30,32,40,57,,,,,,,,,,,,
12 <-> 8,7 <-> 3,9 <-> 12,11 <-> 7,7 <-> 6,,,,,,,,,,,,,35,45,53,53,105,,,,,,,,,,,,
7 <-> 3,2 <-> 1,7 <-> 6,6 <-> 5,14 <-> 13,,,,,,,,,,,,,37,47,51,57,58,,,,,,,,,,,,
10 <-> 11,12 <-> 8,4 <-> 5,4 <-> 1,2 <-> 1,,,,,,,,,,,,,30,35,38,55,69,,,,,,,,,,,,
9 <-> 10,7 <-> 6,10 <-> 11,14 <-> 13,8 <-> 4,,,,,,,,,,,,,30,32,38,64,66,,,,,,,,,,,,
9 <-> 10,10 <-> 11,2 <-> 3,4 <-> 5,7 <-> 6,,,,,,,,,,,,,30,32,36,40,70,,,,,,,,,,,,
7 <-> 3,4 <-> 5,14 <-> 13,4 <-> 1,7 <-> 6,,,,,,,,,,,,,37,37,38,63,65,,,,,,,,,,,,
5 <-> 9,9 <-> 12,6 <-> 5,4 <-> 1,4 <-> 5,,,,,,,,,,,,,30,32,34,34,48,,,,,,,,,,,,
2 <-> 3,13 <-> 12,14 <-> 13,9 <-> 12,11 <-> 7,,,,,,,,,,,,,32,37,43,45,57,,,,,,,,,,,,
5 <-> 9,9 <-> 10,7 <-> 3,10 <-> 11,11 <-> 7,,,,,,,,,,,,,30,30,37,41,50,,,,,,,,,,,,
None <-> None,10 <-> 11,4 <-> 5,14 <-> 13,11 <-> 7,,,,,,,,,,,,,30,31,32,34,43,,,,,,,,,,,,
2 <-> 3,14 <-> 13,10 <-> 11,7 <-> 3,13 <-> 12,,,,,,,,,,,,,32,34,36,45,53,,,,,,,,,,,,
None <-> None,7 <-> 3,4 <-> 1,9 <-> 10,9 <-> 12,,,,,,,,,,,,,32,42,63,63,65,,,,,,,,,,,,
11 <-> 7,12 <-> 8,7 <-> 6,4 <-> 1,2 <-> 1,,,,,,,,,,,,,32,37,42,59,73,,,,,,,,,,,,
13 <-> 12,12 <-> 8,7 <-> 3,4 <-> 1,14 <-> 13,,,,,,,,,,,,,35,40,50,71,77,,,,,,,,,,,,
8 <-> 4,2 <-> 1,6 <-> 5,13 <-> 12,2 <-> 3,,,,,,,,,,,,,32,34,35,39,47,,,,,,,,,,,,
11 <-> 7,2 <-> 3,8 <-> 4,7 <-> 6,13 <-> 12,,,,,,,,,,,,,32,37,39,79,83,,,,,,,,,,,,
13 <-> 12,7 <-> 3,8 <-> 4,12 <-> 8,5 <-> 9,,,,,,,,,,,,,35,41,47,56,56,,,,,,,,,,,,
7 <-> 6,2 <-> 3,5 <-> 9,9 <-> 10,2 <-> 1,,,,,,,,,,,,,32,38,41,42,45,,,,,,,,,,,,
2 <-> 3,4 <-> 1,9 <-> 10,12 <-> 8,9 <-> 12,,,,,,,,,,,,,32,52,52,57,60,,,,,,,,,,,,
2 <-> 3,13 <-> 12,7 <-> 3,7 <-> 6,9 <-> 12,,,,,,,,,,,,,32,37,46,48,53,,,,,,,,,,,,
14 <-> 13,11 <-> 7,13 <-> 12,10 <-> 14,5 <-> 9,,,,,,,,,,,,,32,34,43,57,57,,,,,,,,,,,,
8 <-> 4,7 <-> 3,4 <-> 5,9 <-> 10,11 <-> 7,,,,,,,,,,,,,32,42,77,77,82,,,,,,,,,,,,
5 <-> 9,7 <-> 6,10 <-> 11,2 <-> 1,8 <-> 4,,,,,,,,,,,,,30,35,39,62,85,,,,,,,,,,,,
5 <-> 9,8 <-> 4,7 <-> 6,9 <-> 12,4 <-> 5,,,,,,,,,,,,,30,32,45,50,61,,,,,,,,,,,,
13 <-> 12,9 <-> 12,10 <-> 11,5 <-> 9,6 <-> 5,,,,,,,,,,,,,35,39,49,80,82,,,,,,,,,,,,
7 <-> 6,7 <-> 3,6 <-> 5,10 <-> 14,2 <-> 1,,,,,,,,,,,,,32,44,49,51,58,,,,,,,,,,,,
13 <-> 12,9 <-> 10,10 <-> 14,8 <-> 4,12 <-> 8,,,,,,,,,,,,,35,35,55,57,66,,,,,,,,,,,,
14 <-> 13,9 <-> 12,11 <-> 7,2 <-> 3,5 <-> 9,,,,,,,,,,,,,32,35,47,48,82,,,,,,,,,,,,
13 <-> 12,2 <-> 1,7 <-> 6,8 <-> 4,10 <-> 14,,,,,,,,,,,,,35,35,37,41,61,,,,,,,,,,,,
None <-> None,14 <-> 13,11 <-> 7,7 <-> 6,13 <-> 12,,,,,,,,,,,,,30,32,36,71,73,,,,,,,,,,,,
5 <-> 9,11 <-> 7,2 <-> 3,7 <-> 6,8 <-> 4,,,,,,,,,,,,,30,32,37,79,95,,,,,,,,,,,,
7 <-> 6,6 <-> 5,7 <-> 3,13 <-> 12,8 <-> 4,,,,,,,,,,,,,32,39,49,50,56,,,,,,,,,,,,
9 <-> 12,2 <-> 1,13 <-> 12,8 <-> 4,6 <-> 5,,,,,,,,,,,,,32,32,39,80,83,,,,,,,,,,,,
None <-> None,12 <-> 8,11 <-> 7,5 <-> 9,7 <-> 3,,,,,,,,,,,,,30,37,39,39,56,,,,,,,,,,,,
8 <-> 4,9 <-> 12,9 <-> 10,10 <-> 11,2 <-> 3,,,,,,,,,,,,,32,37,39,43,46,,,,,,,,,,,,
10 <-> 11,9 <-> 10,2 <-> 3,10 <-> 14,9 <-> 12,,,,,,,,,,,,,30,32,36,48,50,,,,,,,,,,,,
8 <-> 4,2 <-> 1,10 <-> 11,6 <-> 5,9 <-> 10,,,,,,,,,,,,,32,34,34,53,55,,,,,,,,,,,,
12 <-> 8,5 <-> 9,4 <-> 5,7 <-> 6,14 <-> 13,,,,,,,,,,,,,35,37,40,63,65,,,,,,,,,,,,
13 <-> 12,10 <-> 14,6 <-> 5,11 <-> 7,5 <-> 9,,,,,,,,,,,,,35,55,55,57,59,,,,,,,,,,,,
8 <-> 4,6 <-> 5,2 <-> 1,7 <-> 6,14 <-> 13,,,,,,,,,,,,,32,32,35,44,45,,,,,,,,,,,,
10 <-> 11,6 <-> 5,13 <-> 12,10 <-> 14,9 <-> 12,,,,,,,,,,,,,30,32,37,55,66,,,,,,,,,,,,
10 <-> 11,12 <-> 8,8 <-> 4,7 <-> 6,9 <-> 10,,,,,,,,,,,,,30,35,41,44,46,,,,,,,,,,,,
13 <-> 12,12 <-> 8,10 <-> 11,7 <-> 3,7 <-> 6,,,,,,,,,,,,,35,40,40,50,85,,,,,,,,,,,,
None <-> None,10 <-> 11,9 <-> 12,10 <-> 14,12 <-> 8,,,,,,,,,,,,,30,31,34,36,67,,,,,,,,,,,,
10 <-> 11,2 <-> 3,7 <-> 6,12 <-> 8,11 <-> 7,,,,,,,,,,,,,30,34,69,72,81,,,,,,,,,,,,
8 <-> 4,9 <-> 10,2 <-> 1,4 <-> 5,2 <-> 3,,,,,,,,,,,,,32,32,34,60,68,,,,,,,,,,,,
12 <-> 8,9 <-> 10,7 <-> 6,6 <-> 5,9 <-> 12,,,,,,,,,,,,,35,35,37,44,63,,,,,,,,,,,,
9 <-> 12,10 <-> 11,2 <-> 1,7 <-> 6,13 <-> 12,,,,,,,,,,,,,32,34,34,66,74,,,,,,,,,,,,
8 <-> 4,4 <-> 5,5 <-> 9,11 <-> 7,10 <-> 11,,,,,,,,,,,,,32,34,34,36,43,,,,,,,,,,,,
5 <-> 9,2 <-> 1,9 <-> 10,12 <-> 8,14 <-> 13,,,,,,,,,,,,,30,30,30,42,71,,,,,,,,,,,,
9 <-> 10,2 <-> 3,2 <-> 1,9 <-> 12,5 <-> 9,,,,,,,,,,,,,30,32,38,40,47,,,,,,,,,,,,
13 <-> 12,10 <-> 14,12 <-> 8,6 <-> 5,2 <-> 3,,,,,,,,,,,,,35,55,60,60,65,,,,,,,,,,,,
7 <-> 3,6 <-> 5,7 <-> 6,2 <-> 3,4 <-> 1,,,,,,,,,,,,,37,40,49,52,70,,,,,,,,,,,,
None <-> None,9 <-> 10,9 <-> 12,8 <-> 4,10 <-> 11,,,,,,,,,,,,,30,30,32,41,44,,,,,,,,,,,,
2 <-> 3,6 <-> 5,5 <-> 9,10 <-> 11,7 <-> 6,,,,,,,,,,,,,32,34,36,61,70,,,,,,,,,,,,
10 <-> 11,9 <-> 12,10 <-> 14,2 <-> 1,7 <-> 6,,,,,,,,,,,,,30,34,36,36,66,,,,,,,,,,,,
13 <-> 12,6 <-> 5,8 <-> 4,7 <-> 6,14 <-> 13,,,,,,,,,,,,,35,35,37,46,52,,,,,,,,,,,,
9 <-> 12,13 <-> 12,8 <-> 4,7 <-> 6,2 <-> 3,,,,,,,,,,,,,32,39,39,84,88,,,,,,,,,,,,
9 <-> 10,11 <-> 7,10 <-> 11,12 <-> 8,7 <-> 3,,,,,,,,,,,,,30,35,41,46,56,,,,,,,,,,,,
10 <-> 11,7 <-> 3,4 <-> 1,9 <-> 12,6 <-> 5,,,,,,,,,,,,,30,39,61,65,74,,,,,,,,,,,,
12 <-> 8,9 <-> 12,2 <-> 1,4 <-> 5,2 <-> 3,,,,,,,,,,,,,35,43,45,71,79,,,,,,,,,,,,
2 <-> 3,6 <-> 5,10 <-> 11,5 <-> 9,12 <-> 8,,,,,,,,,,,,,32,34,60,61,93,,,,,,,,,,,,
None <-> None,9 <-> 10,13 <-> 12,5 <-> 9,4 <-> 5,,,,,,,,,,,,,30,30,35,36,41,,,,,,,,,,,,
11 <-> 7,2 <-> 1,4 <-> 1,7 <-> 3,8 <-> 4,,,,,,,,,,,,,32,34,46,63,65,,,,,,,,,,,,
2 <-> 1,14 <-> 13,12 <-> 8,5 <-> 9,9 <-> 10,,,,,,,,,,,,,30,32,39,41,71,,,,,,,,,,,,
9 <-> 12,7 <-> 6,13 <-> 12,7 <-> 3,2 <-> 1,,,,,,,,,,,,,32,37,42,48,59,,,,,,,,,,,,
2 <-> 3,2 <-> 1,11 <-> 7,14 <-> 13,6 <-> 5,,,,,,,,,,,,,32,38,42,44,70,,,,,,,,,,,,
12 <-> 8,6 <-> 5,2 <-> 1,2 <-> 3,9 <-> 12,,,,,,,,,,,,,30,35,38,46,64,,,,,,,,,,,,
13 <-> 12,8 <-> 4,7 <-> 3,9 <-> 12,10 <-> 11,,,,,,,,,,,,,35,37,47,83,88,,,,,,,,,,,,
2 <-> 3,9 <-> 12,4 <-> 1,8 <-> 4,9 <-> 10,,,,,,,,,,,,,32,34,54,56,56,,,,,,,,,,,,
13 <-> 12,12 <-> 8,10 <-> 14,5 <-> 9,6 <-> 5,,,,,,,,,,,,,35,40,60,62,71,,,,,,,,,,,,
13 <-> 12,6 <-> 5,8 <-> 4,4 <-> 5,10 <-> 11,,,,,,,,,,,,,35,35,37,39,39,,,,,,,,,,,,
11 <-> 7,14 <-> 13,10 <-> 14,2 <-> 1,12 <-> 8,,,,,,,,,,,,,32,34,48,48,55,,,,,,,,,,,,
9 <-> 12,2 <-> 1,4 <-> 1,13 <-> 12,12 <-> 8,,,,,,,,,,,,,32,32,46,53,89,,,,,,,,,,,,
9 <-> 10,2 <-> 3,8 <-> 4,10 <-> 11,12 <-> 8,,,,,,,,,,,,,30,32,37,39,48,,,,,,,,,,,,
12 <-> 8,13 <-> 12,10 <-> 11,10 <-> 14,8 <-> 4,,,,,,,,,,,,,35,40,40,60,66,,,,,,,,,,,,
9 <-> 10,9 <-> 12,13 <-> 12,6 <-> 5,10 <-> 14,,,,,,,,,,,,,30,32,39,40,60,,,,,,,,,,,,
5 <-> 9,13 <-> 12,12 <-> 8,14 <-> 13,10 <-> 14,,,,,,,,,,,,,30,35,42,48,62,,,,,,,,,,,,
2 <-> 3,8 <-> 4,13 <-> 12,11 <-> 7,12 <-> 8,,,,,,,,,,,,,32,37,42,44,53,,,,,,,,,,,,
10 <-> 11,14 <-> 13,5 <-> 9,2 <-> 1,9 <-> 10,,,,,,,,,,,,,30,32,32,33,62,,,,,,,,,,,,
7 <-> 6,2 <-> 3,10 <-> 14,8 <-> 4,9 <-> 10,,,,,,,,,,,,,32,38,40,45,56,,,,,,,,,,,,
8 <-> 4,11 <-> 7,14 <-> 13,5 <-> 9,7 <-> 6,,,,,,,,,,,,,32,34,36,36,49,,,,,,,,,,,,
9 <-> 12,6 <-> 5,4 <-> 5,8 <-> 4,2 <-> 1,,,,,,,,,,,,,32,34,36,43,66,,,,,,,,,,,,
7 <-> 3,6 <-> 5,13 <-> 12,2 <-> 1,12 <-> 8,,,,,,,,,,,,,37,40,41,52,59,,,,,,,,,,,,
14 <-> 13,9 <-> 12,12 <-> 8,4 <-> 5,11 <-> 7,,,,,,,,,,,,,32,35,80,80,86,,,,,,,,,,,,
7 <-> 6,6 <-> 5,13 <-> 12,12 <-> 8,7 <-> 3,,,,,,,,,,,,,32,39,44,49,59,,,,,,,,,,,,
12 <-> 8,8 <-> 4,7 <-> 6,2 <-> 1,4 <-> 5,,,,,,,,,,,,,35,41,43,46,71,,,,,,,,,,,,
2 <-> 3,4 <-> 1,5 <-> 9,9 <-> 12,13 <-> 12,,,,,,,,,,,,,32,52,52,54,60,,,,,,,,,,,,
12 <-> 8,7 <-> 6,5 <-> 9,8 <-> 4,11 <-> 7,,,,,,,,,,,,,35,37,51,54,56,,,,,,,,,,,,
8 <-> 4,2 <-> 1,5 <-> 9,9 <-> 10,4 <-> 5,,,,,,,,,,,,,32,34,34,36,60,,,,,,,,,,,,
8 <-> 4,5 <-> 9,7 <-> 6,12 <-> 8,9 <-> 10,,,,,,,,,,,,,32,32,45,54,56,,,,,,,,,,,,
14 <-> 13,5 <-> 9,2 <-> 3,10 <-> 11,10 <-> 14,,,,,,,,,,,,,32,32,34,36,48,,,,,,,,,,,,
5 <-> 9,9 <-> 10,7 <-> 3,14 <-> 13,12 <-> 8,,,,,,,,,,,,,30,30,37,38,74,,,,,,,,,,,,
5 <-> 9,9 <-> 10,11 <-> 7,7 <-> 6,2 <-> 3,,,,,,,,,,,,,30,30,35,46,81,,,,,,,,,,,,
None <-> None,11 <-> 7,10 <-> 11,7 <-> 6,2 <-> 3,,,,,,,,,,,,,30,34,40,70,78,,,,,,,,,,,,
9 <-> 12,7 <-> 3,11 <-> 7,2 <-> 1,7 <-> 6,,,,,,,,,,,,,32,38,46,55,92,,,,,,,,,,,,
2 <-> 3,4 <-> 1,14 <-> 13,10 <-> 11,13 <-> 12,,,,,,,,,,,,,32,52,54,54,63,,,,,,,,,,,,
8 <-> 4,6 <-> 5,7 <-> 3,4 <-> 1,9 <-> 12,,,,,,,,,,,,,32,32,46,63,73,,,,,,,,,,,,
8 <-> 4,11 <-> 7,12 <-> 8,7 <-> 3,2 <-> 1,,,,,,,,,,,,,32,34,43,53,62,,,,,,,,,,,,
7 <-> 3,4 <-> 5,10 <-> 11,12 <-> 8,13 <-> 12,,,,,,,,,,,,,37,37,42,86,91,,,,,,,,,,,,
14 <-> 13,7 <-> 3,11 <-> 7,4 <-> 5,9 <-> 12,,,,,,,,,,,,,32,38,44,48,52,,,,,,,,,,,,
None <-> None,13 <-> 12,2 <-> 3,4 <-> 1,8 <-> 4,,,,,,,,,,,,,30,35,43,57,59,,,,,,,,,,,,
7 <-> 6,8 <-> 4,4 <-> 5,9 <-> 12,2 <-> 3,,,,,,,,,,,,,32,34,36,47,78,,,,,,,,,,,,
10 <-> 11,11 <-> 7,7 <-> 6,2 <-> 1,9 <-> 12,,,,,,,,,,,,,30,39,45,70,75,,,,,,,,,,,,
5 <-> 9,14 <-> 13,10 <-> 14,7 <-> 6,9 <-> 12,,,,,,,,,,,,,30,32,46,51,51,,,,,,,,,,,,
10 <-> 11,13 <-> 12,2 <-> 1,4 <-> 1,6 <-> 5,,,,,,,,,,,,,30,35,36,49,55,,,,,,,,,,,,
11 <-> 7,9 <-> 12,10 <-> 14,13 <-> 12,9 <-> 10,,,,,,,,,,,,,32,37,40,65,82,,,,,,,,,,,,
2 <-> 3,6 <-> 5,13 <-> 12,8 <-> 4,7 <-> 3,,,,,,,,,,,,,32,34,37,42,51,,,,,,,,,,,,
2 <-> 3,9 <-> 12,2 <-> 1,6 <-> 5,7 <-> 3,,,,,,,,,,,,,32,34,40,42,51,,,,,,,,,,,,
8 <-> 4,13 <-> 12,2 <-> 1,6 <-> 5,9 <-> 12,,,,,,,,,,,,,32,37,39,39,83,,,,,,,,,,,,
None <-> None,13 <-> 12,7 <-> 6,7 <-> 3,4 <-> 1,,,,,,,,,,,,,30,35,37,54,68,,,,,,,,,,,,
9 <-> 12,11 <-> 7,7 <-> 6,10 <-> 14,4 <-> 1,,,,,,,,,,,,,32,37,49,55,63,,,,,,,,,,,,
10 <-> 11,9 <-> 10,10 <-> 14,5 <-> 9,4 <-> 1,,,,,,,,,,,,,30,32,46,46,46,,,,,,,,,,,,
5 <-> 9,7 <-> 6,13 <-> 12,6 <-> 5,8 <-> 4,,,,,,,,,,,,,30,30,40,46,46,,,,,,,,,,,,
11 <-> 7,6 <-> 5,2 <-> 3,7 <-> 3,13 <-> 12,,,,,,,,,,,,,32,36,69,78,81,,,,,,,,,,,,
10 <-> 11,6 <-> 5,13 <-> 12,7 <-> 6,2 <-> 3,,,,,,,,,,,,,30,32,37,46,72,,,,,,,,,,,,
None <-> None,11 <-> 7,14 <-> 13,13 <-> 12,4 <-> 5,,,,,,,,,,,,,30,34,36,44,45,,,,,,,,,,,,
13 <-> 12,14 <-> 13,8 <-> 4,2 <-> 1,4 <-> 5,,,,,,,,,,,,,35,41,43,45,71,,,,,,,,,,,,
7 <-> 6,13 <-> 12,10 <-> 14,12 <-> 8,7 <-> 3,,,,,,,,,,,,,32,37,57,62,74,,,,,,,,,,,,
7 <-> 6,13 <-> 12,12 <-> 8,10 <-> 14,11 <-> 7,,,,,,,,,,,,,32,37,42,62,64,,,,,,,,,,,,
10 <-> 11,7 <-> 6,4 <-> 1,7 <-> 3,11 <-> 7,,,,,,,,,,,,,30,36,47,78,87,,,,,,,,,,,,
14 <-> 13,12 <-> 8,4 <-> 5,7 <-> 3,11 <-> 7,,,,,,,,,,,,,32,37,40,88,90,,,,,,,,,,,,
9 <-> 10,6 <-> 5,9 <-> 12,13 <-> 12,4 <-> 5,,,,,,,,,,,,,30,30,35,40,60,,,,,,,,,,,,
8 <-> 4,14 <-> 13,7 <-> 6,5 <-> 9,6 <-> 5,,,,,,,,,,,,,32,34,36,36,51,,,,,,,,,,,,
8 <-> 4,2 <-> 1,7 <-> 3,12 <-> 8,4 <-> 5,,,,,,,,,,,,,32,34,51,60,86,,,,,,,,,,,,
7 <-> 3,6 <-> 5,2 <-> 3,2 <-> 1,9 <-> 12,,,,,,,,,,,,,37,40,43,43,51,,,,,,,,,,,,
12 <-> 8,2 <-> 3,4 <-> 5,7 <-> 3,10 <-> 11,,,,,,,,,,,,,35,40,77,86,86,,,,,,,,,,,,
11 <-> 7,6 <-> 5,9 <-> 12,10 <-> 11,2 <-> 1,,,,,,,,,,,,,32,36,36,48,66,,,,,,,,,,,,
None <-> None,8 <-> 4,7 <-> 3,14 <-> 13,13 <-> 12,,,,,,,,,,,,,30,30,51,53,62,,,,,,,,,,,,
12 <-> 8,13 <-> 12,11 <-> 7,7 <-> 3,4 <-> 1,,,,,,,,,,,,,35,40,42,52,73,,,,,,,,,,,,
7 <-> 6,7 <-> 3,2 <-> 3,10 <-> 11,11 <-> 7,,,,,,,,,,,,,32,44,47,78,87,,,,,,,,,,,,
7 <-> 6,14 <-> 13,13 <-> 12,10 <-> 14,8 <-> 4,,,,,,,,,,,,,30,34,43,57,59,,,,,,,,,,,,
12 <-> 8,4 <-> 5,14 <-> 13,13 <-> 12,10 <-> 11,,,,,,,,,,,,,35,35,40,49,49,,,,,,,,,,,,
7 <-> 3,14 <-> 13,13 <-> 12,10 <-> 14,5 <-> 9,,,,,,,,,,,,,37,38,47,61,61,,,,,,,,,,,,
13 <-> 12,2 <-> 3,7 <-> 3,5 <-> 9,2 <-> 1,,,,,,,,,,,,,35,37,46,46,52,,,,,,,,,,,,
11 <-> 7,9 <-> 12,6 <-> 5,7 <-> 6,4 <-> 1,,,,,,,,,,,,,32,37,44,53,61,,,,,,,,,,,,
7 <-> 3,7 <-> 6,9 <-> 12,5 <-> 9,2 <-> 1,,,,,,,,,,,,,37,44,46,48,48,,,,,,,,,,,,
14 <-> 13,2 <-> 3,5 <-> 9,7 <-> 6,13 <-> 12,,,,,,,,,,,,,30,34,34,41,48,,,,,,,,,,,,
10 <-> 11,9 <-> 12,11 <-> 7,14 <-> 13,13 <-> 12,,,,,,,,,,,,,30,34,43,51,60,,,,,,,,,,,,
5 <-> 9,2 <-> 1,7 <-> 3,12 <-> 8,14 <-> 13,,,,,,,,,,,,,30,30,47,54,56,,,,,,,,,,,,
7 <-> 6,9 <-> 12,8 <-> 4,2 <-> 3,9 <-> 10,,,,,,,,,,,,,32,37,47,60,102,,,,,,,,,,,,
9 <-> 10,12 <-> 8,4 <-> 5,11 <-> 7,10 <-> 14,,,,,,,,,,,,,30,35,39,43,63,,,,,,,,,,,,
5 <-> 9,2 <-> 1,10 <-> 11,6 <-> 5,7 <-> 6,,,,,,,,,,,,,30,30,30,53,62,,,,,,,,,,,,
2 <-> 3,12 <-> 8,8 <-> 4,4 <-> 1,10 <-> 11,,,,,,,,,,,,,32,40,46,46,63,,,,,,,,,,,,
7 <-> 6,8 <-> 4,11 <-> 7,7 <-> 3,9 <-> 12,,,,,,,,,,,,,32,34,41,88,100,,,,,,,,,,,,
None <-> None,9 <-> 12,7 <-> 6,14 <-> 13,10 <-> 14,,,,,,,,,,,,,30,32,38,39,53,,,,,,,,,,,,
14 <-> 13,2 <-> 3,12 <-> 8,7 <-> 3,7 <-> 6,,,,,,,,,,,,,32,34,34,51,55,,,,,,,,,,,,
10 <-> 11,2 <-> 3,4 <-> 1,9 <-> 10,13 <-> 12,,,,,,,,,,,,,30,34,52,54,93,,,,,,,,,,,,
7 <-> 6,13 <-> 12,6 <-> 5,2 <-> 3,12 <-> 8,,,,,,,,,,,,,32,37,44,46,54,,,,,,,,,,,,
8 <-> 4,5 <-> 9,2 <-> 1,2 <-> 3,10 <-> 11,,,,,,,,,,,,,32,32,34,42,42,,,,,,,,,,,,
None <-> None,7 <-> 6,2 <-> 3,4 <-> 1,5 <-> 9,,,,,,,,,,,,,30,30,42,42,57,,,,,,,,,,,,
None <-> None,4 <-> 1,14 <-> 13,2 <-> 3,13 <-> 12,,,,,,,,,,,,,30,44,46,54,63,,,,,,,,,,,,
7 <-> 6,12 <-> 8,2 <-> 1,13 <-> 12,7 <-> 3,,,,,,,,,,,,,32,37,37,44,44,,,,,,,,,,,,
None <-> None,8 <-> 4,9 <-> 12,4 <-> 1,11 <-> 7,,,,,,,,,,,,,30,30,39,49,53,,,,,,,,,,,,
9 <-> 12,2 <-> 3,13 <-> 12,11 <-> 7,2 <-> 1,,,,,,,,,,,,,30,34,40,54,60,,,,,,,,,,,,
5 <-> 9,7 <-> 3,13 <-> 12,10 <-> 14,2 <-> 3,,,,,,,,,,,,,30,37,41,61,66,,,,,,,,,,,,
11 <-> 7,13 <-> 12,10 <-> 14,7 <-> 6,12 <-> 8,,,,,,,,,,,,,30,37,37,59,64,,,,,,,,,,,,
2 <-> 3,7 <-> 3,10 <-> 11,11 <-> 7,4 <-> 5,,,,,,,,,,,,,30,41,43,52,54,,,,,,,,,,,,
14 <-> 13,7 <-> 3,4 <-> 1,6 <-> 5,7 <-> 6,,,,,,,,,,,,,32,38,63,63,72,,,,,,,,,,,,
10 <-> 11,4 <-> 1,5 <-> 9,8 <-> 4,2 <-> 3,,,,,,,,,,,,,30,30,30,30,54,,,,,,,,,,,,
None <-> None,7 <-> 6,10 <-> 11,7 <-> 3,14 <-> 13,,,,,,,,,,,,,30,34,61,78,78,,,,,,,,,,,,
8 <-> 4,2 <-> 3,7 <-> 6,12 <-> 8,4 <-> 5,,,,,,,,,,,,,32,37,43,43,50,,,,,,,,,,,,
9 <-> 12,6 <-> 5,7 <-> 6,13 <-> 12,10 <-> 11,,,,,,,,,,,,,32,34,43,48,48,,,,,,,,,,,,
14 <-> 13,5 <-> 9,8 <-> 4,12 <-> 8,13 <-> 12,,,,,,,,,,,,,32,32,34,43,52,,,,,,,,,,,,
12 <-> 8,7 <-> 3,5 <-> 9,9 <-> 10,13 <-> 12,,,,,,,,,,,,,35,45,47,50,83,,,,,,,,,,,,
9 <-> 10,14 <-> 13,2 <-> 3,12 <-> 8,13 <-> 12,,,,,,,,,,,,,30,32,34,42,51,,,,,,,,,,,,
2 <-> 3,7 <-> 6,9 <-> 12,8 <-> 4,4 <-> 5,,,,,,,,,,,,,32,38,41,60,78,,,,,,,,,,,,
None <-> None,14 <-> 13,10 <-> 14,7 <-> 3,9 <-> 12,,,,,,,,,,,,,30,32,46,63,65,,,,,,,,,,,,
9 <-> 10,9 <-> 12,5 <-> 9,2 <-> 3,2 <-> 1,,,,,,,,,,,,,30,32,39,41,47,,,,,,,,,,,,
10 <-> 11,14 <-> 13,9 <-> 10,2 <-> 3,2 <-> 1,,,,,,,,,,,,,30,32,62,64,64,,,,,,,,,,,,
5 <-> 9,9 <-> 12,12 <-> 8,13 <-> 12,7 <-> 6,,,,,,,,,,,,,30,32,43,89,93,,,,,,,,,,,,
2 <-> 3,7 <-> 3,14 <-> 13,10 <-> 11,9 <-> 12,,,,,,,,,,,,,32,41,43,45,45,,,,,,,,,,,,
11 <-> 7,7 <-> 3,14 <-> 13,9 <-> 12,9 <-> 10,,,,,,,,,,,,,30,42,44,52,79,,,,,,,,,,,,
7 <-> 6,5 <-> 9,10 <-> 11,12 <-> 8,2 <-> 3,,,,,,,,,,,,,32,35,39,53,102,,,,,,,,,,,,
5 <-> 9,8 <-> 4,9 <-> 10,4 <-> 5,13 <-> 12,,,,,,,,,,,,,30,30,32,36,71,,,,,,,,,,,,
2 <-> 3,10 <-> 11,8 <-> 4,4 <-> 1,9 <-> 12,,,,,,,,,,,,,32,32,37,37,58,,,,,,,,,,,,
2 <-> 3,14 <-> 13,10 <-> 14,10 <-> 11,12 <-> 8,,,,,,,,,,,,,32,34,34,48,48,,,,,,,,,,,,
5 <-> 9,14 <-> 13,7 <-> 3,13 <-> 12,8 <-> 4,,,,,,,,,,,,,30,30,38,47,53,,,,,,,,,,,,
7 <-> 3,4 <-> 1,13 <-> 12,7 <-> 6,11 <-> 7,,,,,,,,,,,,,37,61,66,66,90,,,,,,,,,,,,
None <-> None,13 <-> 12,12 <-> 8,8 <-> 4,9 <-> 12,,,,,,,,,,,,,30,35,42,48,89,,,,,,,,,,,,
2 <-> 3,13 <-> 12,14 <-> 13,4 <-> 1,10 <-> 14,,,,,,,,,,,,,32,37,43,63,77,,,,,,,,,,,,
7 <-> 3,4 <-> 5,8 <-> 4,9 <-> 12,14 <-> 13,,,,,,,,,,,,,37,37,77,79,81,,,,,,,,,,,,
5 <-> 9,7 <-> 6,13 <-> 12,6 <-> 5,11 <-> 7,,,,,,,,,,,,,30,35,40,46,52,,,,,,,,,,,,
7 <-> 3,9 <-> 12,12 <-> 8,2 <-> 1,7 <-> 6,,,,,,,,,,,,,37,37,53,58,76,,,,,,,,,,,,
None <-> None,8 <-> 4,11 <-> 7,4 <-> 1,7 <-> 3,,,,,,,,,,,,,30,34,36,48,65,,,,,,,,,,,,
